"Article"	"Len"	"BadFreqs"	"Len1"	"Len2"	"Len3"	"Len4"	"Class" 
"'''Викитека''' — эрико вики-лыдӟиськонни трос кылъёсын, кудзэ котькуд адями редактировать карыны быгатэ. Чӧлсконъёс * oldwikisource:Main Page/Удмурт|Удмурт Викитекалэн кутскон бамез "	19	0	0	0	0	1	"bad"
"'''Silent Woo Goore''' — Удмуртия|Удмуртиысь фолк-рок-группа. Кылдытэмын куарусён э 2008 ар|2008-тӥ арын . Состав * Светлана Ручкина — вокал
* Владимир Жуйков — гитара
* Анатоль Галиханов — бас-гитара
* Григорий Степанов — барабанъёс Дискография * 2011 ар|2011 — «Тӧл» сингл
* 2012 ар|2012 — « Толэзе » альбом Чӧлсконъёс Silent Woo Goore «Myspace» порталын Silent Woo Goore Facebook-ын "	58	0	1	0	0	1	"bad"
"'''«Толэзе»''' — Silent Woo Goore группалэн нырысетӥ студийной альбомез. Альбом гожтэмын гудырикошкон э 2011 ар ын Раахе карын ( Финляндия ). Вань кырӟанъёсыз удмурт кыл ын. Кырӟанъёсыз # Кырӟаса лэзём али (2:45)
# Толэзе (3:16)
# Гурезь ӧръёс (3:56)
# Эмезе (2:57)
# Кызьы меда лыктӥды (3:56)
# Тӧл (3:45)
# Сирота кырӟан (Сиротская) (4:06)
# А-и (2:17)
# Алама Уйвӧт (3:36)
# Чагыр дыдыке (2:51)
# Silent Woo Goore (2:27) "	69	0	1	3	4	2	"good"
"#перенаправление Гитлер, Адольф "	3	0	0	0	0	0	"bad"
"#перенаправление Байрон, Джоржд Гордон "	4	0	0	0	0	0	"bad"
" ;background:#FAFAFA;border:1px solid #BBBBBB;width:300px;text-align:center;font-size:11px;
| | | | || | | | style=;background:inherit;width:100%; | style=;background:#f0f0f0;font-weight:bold; | | | |Флаг}} | | |Флаг}}}}}}}} | style=;background:#f0f0f0;font-weight:bold; | | | |Герб}} | | |Герб}}}}}}}} - |plain=true}}| style=;vertical-align:middle; |size= | |160x160}}px|alt= | |Флаг}}}}}} |plain=true}}| style=;vertical-align:middle; |size= | |160x160}}px|alt= | |Герб}}}}}} }} | }} | | | |display=title,inline|yandex=1}}}}| |0|1}} or |0|1}}| || }}| |2= |3= |4= |S=S|N}}|5= |6= |7= |8= |W=W|E}}|9= |scale= | |100000}}|display=title,inline|yandex=1}} '''(Я)''' }}--&gt;}}}} | Шаер | |}} |Статус| |}} |Улос| |}} |Ёрос| |}} |Пуш люкон| |}} |Йыр| |}} |Кылдытон дыр| |}} |Азьвыл нимъёс| |}} | Территория | км²|}} |Шорлэн ӝуждалаез| м|}} | климат|Климатлэн типез | |}} |Кыл| кыл| кыл | }}|}} |2= Улӥсьёс |&amp;nbsp;( ар| )}}|3= &amp;nbsp;адями|4=}} | Улӥсьёслэн плотностьсы|Плотность | &amp;nbsp;адями/км²|}} |Агломерация| адями|}} |Йӧскалык состав| |}} |Религиозной состав| |}} |Россия|1| |Часовой пояс| |Россия| | | | UTC |Беларусь|Россия|Украина=| |, гужем дыр|гужем UTC +1&gt;=0|+}} +1}} }}}}}}|}} | Телефон код | |}} | Почта индекс | |}} | Почта индекс|Почта индексъёс | |}} | Автомобиль код | |}} |Идентификатор| |}} |2=Официальной сайт|3= | | |}} | |}} | |}} | |}}|4=}} | | |}} | | |}} | | |}}
|} |- | align=;center; style=;background-color:inherit;; ---- |Удмуртия|| |0|| | |Музъем}} |label= | | |mark= |lat= |long= |lat_deg= |lat_min= |lat_sec= |lat_dir= |lon_deg= |lon_min= |lon_sec= |lon_dir= |marksize=8
|position= |width= | |300}}
|float=none}} ----
}}}} | |label= | | |mark=Green pog.svg
|lat= |long= |lat_deg= |lat_min= |lat_sec= |lat_dir= |lon_deg= |lon_min= |lon_sec= |lon_dir= |marksize=9
|position= |width= | |300}}
|float=none}} ----
}} | | |0|| _ | _ |label= | | |mark= |lat= |long= |lat_deg= |lat_min= |lat_sec= |lat_dir= |lon_deg= |lon_min= |lon_sec= |lon_dir= |marksize=9
|position= |width= | |300}}
|float=none}} ----
}}}}}}}} | | | |0|| _ _ | _ _ |label= | | |mark= |lat= |long= |lat_deg= |lat_min= |lat_sec= |lat_dir= |lon_deg= |lon_min= |lon_sec= |lon_dir= |marksize=9 |position= |width= | |300}} |float=none}} }}}}}}}}}}}}
|- |plain=true}}| align=;center; style=;background-color:inherit;; ''' :commons:Category: | | | ''' Wikimedia Commons|ВикиCommons-ын }}
|} "	307	0	1	0	4	5	"bad"
"Улон интыос сярысь статьяос понна шаблон. Кӧчыроно образец Вань параметръёс "	10	0	0	0	0	2	"good"
" | image: | | | |image1}}| |image1}}| |image}} }}| |image}} }}}}| | |240}}px| | | | | ( |name}})}} top: |y}}| |y| |lat_deg = |lat_min = |lat_sec = |lat_dir = | |lon_deg = |lon_min = |lon_sec = |lon_dir = |100 * ( |top}} - |lat_deg = |lat_min = |lat_sec = |lat_dir = ) / ( |top}} - |bottom}}) round 2
}}}}%; left: |x}}| |x| |lat_deg = |lat_min = |lat_sec = |lat_dir = | |lon_deg = |lon_min = |lon_sec = |lon_dir = | |crosses180}}| |W|-36000/( |left}}- |right}})|}}|}}}} + 100 * ( |lon_deg = |lon_min = |lon_sec = |lon_dir = - |left}}) / ( |right}} - |left}}) round 2
}}}}%; height: 0; width: 0; margin: 0; padding: 0;;&gt; |none|| 70|left: -6.9em; text-align: right;|left: 0.5em; text-align: left;}} }};&gt; }} | |}|} }} || | | }} ( |name}})}}} }} | Та страница ӧвӧл Шаблон:Картаын/ }} af:Sjabloon:Liggingkaart ar:قالب:خريطة مواقع av:Шаблон:Картаялда az:Şablon:Yer xəritəsi be:Шаблон:На карце be-x-old:Шаблён:Лякалізацыйная мапа bg:Шаблон:ПК bs:Šablon:Lokacijska karta ca:Plantilla:Location map cs:Šablona:LocMap da:Skabelon:Kortpositioner de:Vorlage:Positionskarte dsb:Pśedłoga:LocMap en:Template:Location map eo:Ŝablono:Situo sur mapo es:Plantilla:Mapa de localización et:Mall:Asendikaart fa:الگو:روی نقشه fi:Malline:Sijaintikartta fr:Modèle:Carte avec géolocalisation hr:Predložak:Lokacijska karta hsb:Předłoha:LocMap hu:Sablon:Pozíciós térkép hy:Կաղապար:Տեղորոշման քարտեզ id:Templat:Location map is:Snið:Location map it:Template:Mappa di localizzazione ja:Template:Location map ka:თარგი:პოზრუკა ko:틀:위치 지도 ku:Şablon:Nexşeya cihan mk:Шаблон:ПозКарта mr:साचा:Location map nl:Sjabloon:Positiekaart nn:Mal:Kartposisjon no:Mal:Kartposisjon os:Хуызæг:ПозКартæ pl:Szablon:Mapa lokalizacyjna pt:Predefinição:Mapa de localização ro:Format:Harta de localizare ru:Шаблон:ПозКарта simple:Template:Location map sl:Predloga:Lokacijska karta sq:Stampa:Harta e pozicionit sv:Mall:Kartposition szl:Muster:Mapa lokalizacyjno tg:Шаблон:Ҷо рӯи харита th:แม่แบบ:แผนที่ท้องที่ tr:Şablon:Location map uk:Шаблон:Карта розташування ur:سانچہ:Location map zh:Template:Location map "	224	0	0	1	1	2	"bad"
" | name = Россия
| y = 50.0 + 1.8540031397174255 * 71.51617284504452 * 0.20267660928013187 - 1.8540031397174255 * 71.51617284504452 * (0.7246972783907744 - (1.6671750744677123-( *pi / 180)) * cos(0.807990549171814 * ( + ( ba:Ҡалып:ПозКарта Рәсәй bar:Vorlage:Positionskarte Russland be:Шаблон:На карце/Расія be-x-old:Шаблён:Лякалізацыйная мапа Расеі bg:Шаблон:ПК Русия ca:Plantilla:Location map Rússia crh:Şablon:Location map Rusiye cs:Šablona:LocMap Rusko da:Skabelon:Kortpositioner Rusland de:Vorlage:Positionskarte Russland dsb:Pśedłoga:LocMap Rusojska en:Template:Location map Russia eo:Ŝablono:Situo sur mapo Ruslando es:Plantilla:Mapa de localización de Rusia fr:Modèle:Géolocalisation/Russie he:תבנית:מפת מיקום/רוסיה hsb:Předłoha:LocMap Ruska hu:Sablon:Pozíciós térkép Oroszország hy:Կաղապար:Տեղորոշման քարտեզ Ռուսաստան is:Snið:Location map Rússland it:Template:Mappa di localizzazione/RUS ja:Template:Location map Russia ka:თარგი:პოზრუკა რუსეთი kk:Үлгі:Location map Russia ko:틀:위치 지도 러시아 lv:Veidne:Location map Russia mhr:Ямдылык:ПозКарта Россий mk:Шаблон:ПозКарта Русија nl:Sjabloon:Positiekaart Rusland nn:Mal:Kartposisjon Russland oc:Modèl:Geolocalizacion/Russia os:Шаблон:ПозКартæ Уæрæсе pt:Predefinição:Mapa de localização/Rússia ro:Format:Harta de localizare Rusia ru:Шаблон:ПозКарта Россия sk:Šablóna:Geobox locator Rusko sv:Mall:Kartposition Ryssland szl:Szablon:Mapa lokalizacyjno/RUS tg:Шаблон:ХаритаиМавзеӣ Русия tr:Şablon:Location map Russia uk:Шаблон:Карта розташування Росія vi:Bản mẫu:Bản đồ định vị Nga zh:Template:Location map Russia "	139	0	0	0	0	1	"bad"
" |name = Удмуртия
|top = 58.5608
|bottom = 55.8666
|left = 51.1151
|right = 54.4444
|image = Outline Map of Udmurtia.svg
|image1 = Relief Map of Udmurtia.png
}} "	28	0	0	0	0	0	"bad"
" | ; color: | ; | ; ;&gt;&amp;nbsp; | template: | | |#002bb8}} | ; ; title=;Просмотр этого шаблона;&gt; | file:Searchtool.svg|14px|Просмотр этого шаблона|link=template: }} &amp;nbsp; "	21	0	0	0	0	0	"bad"
" Параметръёс |navbar = |state = |стиль = |стиль_основного_заголовка = |заголовок = |изображение = |стиль_заголовков = |стиль_списков = |стиль_нечетных = |стиль_четных = background:#f0f0f0 |стиль_вверху = |вверху = |заголовок1 = |список1 = |заголовок2 = |список2 = ... |заголовок23 = |список23 = |стиль_внизу = |внизу = }} "	43	0	0	0	0	0	"good"
" '''Ижевск станция''' — Горьковской чугун сюрес лэн Ижевской люкетысьтыз чугун сюрес станция но валтӥсь вокзал. Иж карлэн валтӥсь чугун сюрес вокзалэз. Станция усьтэмын гудырикошкон э 1862 ар ын. Чӧлсконъёс Расписаниез "	30	0	1	4	1	0	"good"
"'''Горький чугун сюрес''' ( ) — чугун сюрес компания, РЖД ОАО-лэн филиалэз, чугун сюрес инфраструктураен кивалтэ Нижний Новгород улос|Нижний Новгород , Владимир улос|Владимир , Муско улос|Муско , Киров улос|Киров , Рязань улос|Рязань улосъёсын но Удмуртия|Удмуртиын , Мордовия|Мордовиын , Чувашия|Чувашиын , Татарстан ын, Марий Эл ын. Чугун сюрес кылдытэмын 6-тӥ Куартолэзь|куартолэзе 1961 ар ын. Кивалтӥсь кар — Нижний Новгород . "	50	0	0	6	2	1	"good"
"#REDIRECT Горький чугун сюрес "	4	0	0	0	0	0	"bad"
" Anthem of Udmurtia.ogg|right|thumb|Аудиофайл '''Удмурт Элькунлэн кункрезэз''' — Удмурт Элькунлэн кун символъёсыз пӧлысь одӥгез. Юнматэмын 3-тӥ толсуре 1993 арын но выльысь юнматэмын 29-тӥ коньывуонэ 2002 арын. Кункрезьлэн текстэз гожтэмын Удмурт кыл|удмурт но Ӟуч кыл|ӟуч кылъёсын. Удмурт кылын текст Кылбуръёсыз - Т.Г. Владыкиналэн (Перевозчиковалэн)
: Шунды сиос ӝуато палэзез,
: Юг ӟардон вуэ музъемам.
: Оскон тӧлпо — милемлы Куншетэд,
: Дан тыныд, Доре мынам! :: '''Югдыты, Быдӟым Инмаре,'''
:: '''Кыдёкысь инвисъёсмес,'''
:: '''Кыдаты выль шудбурмес,'''
:: '''Эрико, йӧн бурдъёсмес!''' : Тон кадь мусо вань меда дуннеос,
: Кужымед пыӵа ёзвиям.
: Ӟеч ивордэ гурлало туриос,
: Дан тыныд, Доре мынам! :: '''Югдыты, Быдӟым Инмаре,'''
:: '''Кыдёкысь инвисъёсмес,'''
:: '''Кыдаты выль шудбурмес,'''
:: '''Эрико, йӧн бурдъёсмес!''' : Дун ошмес ву жильыртэ шуръёсын,
: Волга-Кам — пачыл вирсэрам.
: Россиен ӵош кайгуын но данын
: Тон, Удмуртие мынам! :: '''Югдыты, Быдӟым Инмаре,'''
:: '''Кыдёкысь инвисъёсмес,'''
:: '''Кыдаты выль шудбурмес,'''
:: '''Эрико, йӧн бурдъёсмес!''' Ӟуч кылын текст ''Кылбуръёсыз — А. А. Шепталинлэн'' : Солнце горит в алых гроздьях рябин,
: Новый день встречает земля,
: Реет твой Флаг над простором равнин,
: О Удмуртия моя! :: ''Припев:''
:: '''Воссияй, Отчизна моя,'''
:: '''Счастьем путь нам озаряй!'''
:: '''Да хранит Господь тебя,'''
:: '''Расцветай, любимый край!''' : Краше тебя нет на свете земли,
: Широки леса и поля,
: Весть о тебе вдаль несут журавли,
: Славься, Родина моя! :: ''Припев:''
:: '''Воссияй, Отчизна моя,'''
:: '''Счастьем путь нам озаряй!'''
:: '''Да хранит Господь тебя,'''
:: '''Расцветай, любимый край!''' : Каму и Волгу питала века
: Родников живая вода,
: В горе и славе с Россией всегда
: Ты, Удмуртия моя! :: ''Припев:''
:: '''Воссияй, Отчизна моя,'''
:: '''Счастьем путь нам озаряй!'''
:: '''Да хранит Господь тебя,'''
:: '''Расцветай, любимый край!''' "	234	1	10	10	26	36	"good"
" |NE|NW|SE|SW = |-}} +0 /60+0 /3600+0.00000001}}| |-}} +0 /60+0 /3600+0.00000001}}|scale= |display= |format= |precision=3|url= |_type= |_scale: |_region= |&amp;title= |name= |globe= |nogoogle= |noosm= |yandex= |#default= |NE|NW|SE|SW = |-}} +0 /60+0.000000001}}| |-}} +0 /60+0.000000001}}|scale= |display= |format= |precision=2|url= |_type= |_scale: |_region= |&amp;title= |name= |globe= |nogoogle= |noosm= |yandex= |#default= |NE|NW|SE|SW = |-}} | |-}} |scale= |display= |format= |precision= |dms|3|1}}|url= |_type= |_scale: |_region= |&amp;title= |name= |globe= |nogoogle= |noosm= |yandex= |#default= | Янгыш: умойтэм координатъёс ( , , , , , , , , ) | | |scale= |display= |format= |precision=8|url= |_type= |_scale: |_region= |&amp;title= |name= |globe= |nogoogle= |noosm= |yandex= "	88	0	0	0	0	0	"bad"
" |title|inline,title|title,inline= Географической координатаос|Координатаос : | |scale= |format= |precision= |url= |globe= |nogoogle= |noosm= |yandex= }} | round 6}} , round 6}} ( ) | round 6}} , round 6}} }} |inline|inline,title|title,inline= | |scale= |format= |precision= |url= |globe= |nogoogle= |noosm= |yandex= }} "	36	0	0	0	0	0	"bad"
" | || |geo}}hack.php?language=udm&amp;pagename= &amp;params= _N_ _E |_ * &gt;0|1|-1}}) mod 1800}}° &gt;1| * &gt;0|60|-60}}) mod 60}}|2|0}}′ &gt;2| * &gt;0|360000|-360000}}) mod 6000) 0|360000|-360000}}) mod 6000)}}″}}}} &gt;=0|у.&amp;nbsp;ш.|л.&amp;nbsp;ш.}} * &gt;0|1|-1}}) mod 1800}}° &gt;1| * &gt;0|60|-60}}) mod 60}}|2|0}}′ &gt;2| * &gt;0|360000|-360000}}) mod 6000) 0|360000|-360000}}) mod 6000)}}″}}}} &gt;=0|ш.ӝ.&amp;nbsp;д.|ш.п.&amp;nbsp;д.}} ﻿ / ﻿ |8| , | * &gt;0|1|-1}}) round 6}}° &gt;=0|у.&amp;nbsp;ш.|л.&amp;nbsp;ш.}} * &gt;0|1|-1}}) round 6}}° &gt;=0|ш.ӝ.&amp;nbsp;д.|ш.п.&amp;nbsp;д.}} }} || ||&amp;nbsp;, &amp;q= , &amp;spn= /1000000}}, /1000000}}&amp;t=k&amp;hl=ru (G) }} ||&amp;nbsp;&amp;lon= &amp;zoom= }}&amp;nbsp;, &amp;spn= /1000000}}, /1000000}} (Я) }}}}}} dv:ފަންވަތް:Coord/link/sandbox zh-yue:Template:Coord/link "	77	0	1	0	0	0	"bad"
"'''Шор площадь''' ( ) — Удмуртия|Удмуртилэн шоркарезлэн валтӥсь площадез, культурной но общественно-политической центрез. Интыяськемын Иж карын Октябрь ёрос (Иж)|Октябрь ёросын , карлэн шор люкетаз. Лэсьтэмын генеральной планъя 1960-тӥ аръёсын. 2008 ар|2008-тӥ арын Шор площадез реконструкция ортчиз. Галерея фонтан.jpeg
театр оперы и балета УР.jpg
Marksa street (Izhevsk) 19.jpg "	45	1	1	2	3	2	"bad"
"''' Первухин Николай Григорьевич ''' ( 1850 — 1889 аръёсы) — этнограф, фольклорист, археолог. Вордскемын 1850-тӥ арын. Тверьысь духовной семинариез, собере Мускоысь духовной академиез йылпумъяз. Собере со ужаз Ярославль губерниысь Новое черкогуртын. 1885-тӥ арын со Глаз ове калык училищеослэн инспекторзы кадь вуиз. 1885 - 1889-тӥ аръёсы со материалъёс люказ. Глазов уездысь туж пыр-поч мутус лэсьтӥз. 1889-тӥ арын улонысь кошкиз. Ужъёсыз:
* Краткий очерк кладовищ, встречающихся в Глазовском уезде // Материалы по археологии восточных губерний России. - М., 1886. Вып. 2.
* Опыт археологического исследования Глазовского уезда Вятской гуернии // Материалы по археологии восточных губерний России. - М., 1886. Вып. 2.
* По следам Чуди. У верховьев Камы // Материалы по археологии восточных губерний России. - М., 1886. Вып. 2.
*Эскизы преданий и быта инородцев Глазовского уезда. - Вятка, 1888-1890. Вып. 1-5. Чӧлсконъёс энциклопедия ;Удмурт Элькун; "	128	0	6	7	6	11	"good"
" '''Горд площадь''' ( ) — Муско лэн валтӥсь площадез, интыяськемын центраз. Горд площадьлэн огъя кузьдалаез — 695 метр, пасьталаез — 130 метр. "	21	0	0	0	1	5	"good"
" |стиль_основного_заголовка = background:#78cbfd
|заголовок = Иж|Иж кар |изображение = |стиль_нечетных = background:#f0f0f0;
|стиль_заголовков = background:#78cbfd |стиль_вверху = background:#ffffff; font-weight: bold;
|вверху = Ижлэн историез|История Ижлэн территориосызлы люкиськон|Территориослы люкиськон Ижысь улӥсьёс|Улӥсьёс |заголовок1 = Политика
|список1 = Ижлэн мэрез|Мэр Ижкарлэн гербез|Герб Ижкарлэн флагез|Флаг |заголовок2 = Ёросъёс
|список2 = Индустриальной ёрос (Иж)|Индустри Ленин ёрос (Иж)|Ленин Октябрь ёрос (Иж)|Октябрь Первомайской ёрос (Иж)|Первомай Устинов ёрос (Иж)|Устинов ''озьы ик:'' Ижысь урамъёс |заголовок3 = Транспорт
|список3 = Ижкар трамвай|Трамвай Ижкар троллейбус|Троллейбус Ижкар автобус|Автобус Ижевск станция|Вокзал Ижевск аэропорт|Аэропорт |заголовок4 = География
|список4 = Иж тымет Оӵ|Оӵ Карлутка|Карлутка Подборенка Поӟым шур|Поӟым |заголовок5 = Культура
|список5 = Ижысь музейёс|Музейёс Спорт Ижын|Спорт Ижысь дышетсконниослы список|Дышетсконниос Ижысь черкъёс|Черкъёс }} "	107	5	0	2	1	6	"bad"
" '''Вятские Поляны''' — Киров улос ысь кар ( 1942 ар ысен), Вятские Поляны ёрос лэн центрез. Горький чугун сюрес лэн станциез Кузон — Екатеринбург|Свердловск линиын. Интыяськемын Ватка шурлэн бурпал ярдураз. Улӥсьёс — 34 965 адями (2013 ар). Калык Промышленность * Валтӥсь предприятие луэ Вятские Поляныысь машиностроительной завод, туннэ «Молот» ОАО.
* «МОЛОТ-МЕТТЭМ» ООО (Вятские Поляны)
* «Молот Энерго» ООО
* «Вятские поляныысь птицефабрика» ОАО
* «Поляны нянь» ООО
* «НПО ЭКО ДОМ» ООО (лэсьтон). Галерея Победа.JPG|«Вормон» культура юрт
г.Вятские Поляны.JPG|Карлэн администрациез
г.Вятские Поляны.JPG|;Русь; калык культурая центр
Молот.JPG|Заводской проходной Валэктонъёс "	88	2	0	2	13	5	"good"
" #REDIRECT Иж карлэн символикаез "	4	0	0	1	0	0	"bad"
" '''Ижкар автобус''' — мерлыко транспортлэн йӧсъёсыз пӧлысь одӥгез Удмуртия|Удмуртилэн шоркараз — Иж ын. Валтӥсь кивалтӥсь компания луэ «ИПОПАТ». Озьы ик кӧня ке мосъем предприятие вань. Одӥг мынон сылэ 17 манет (мартысен 2014 ар ысен). Паркъёсыз Ижкарын кык автобусной парк вань. Подвижной составез Ижын автобуслэн таӵе йӧсъёсыз вань: НефАЗ-5299, Волжанин-5270, ЛиАЗ-677, ЛиАЗ-5256.45, ЛиАЗ-5256.53, МАЗ-105, МАЗ-103 но мукетъёсыз. Маршрутъёсыз = ИПОПАТ кивалтэм улсын = = Мукет компаниослэн маршрутъёссы = = Маршрутъя таксиос = Чӧлсконъёс ИПОПАТ-лэн официальной сайтэз "	75	0	0	6	2	11	"good"
"'''Ва''' ( ) — Удмуртия|Удмуртиысь шур, усе Вало е. Шур бызе Ува ёрос лэн но Вавож ёрос лэн музъемъёстӥзы. Кузьдалаез — 112 иськем. Удмуртиысь кык ёросъёслэн центръёссы Ва шур дурын интыяськемын: Ува но Вавож . Чальдэтъёс Валтӥсь чальдэтъёсыз:
* паллян палан — Папинка , Пурга ;
* бурпалан — Уйвай , Мултан шур|Мултан , Пуровай , Кильцемка . "	50	5	1	4	9	4	"bad"
"#REDIRECT Ва "	2	0	0	1	0	0	"bad"
"'''Вало''' ( ) — Удмуртия|Удмуртиысь но Киров улос ысь шур. Солэн йылыз Можга ёрос ын интыяськемын. Шур бызе Вавож ёрос пыр но усе Калмез шур е Киров улосын. Кузьдалаез — 196 иськем. Чальдэтъёс Валтӥсь чальдэтъёсыз:
* паллян палан — Ныша , Сюга , Сюгинка , Кельвай , Кылт , Седмурча , Идык , Зеквай ;
* бурпалан — Пычас шур|Пычас , Нылга шур|Нылга , Ва , Какмож шур|Какмож , Инга , Пужма . "	58	6	1	4	6	10	"bad"
" |Суред = Река Кильмезь.jpg |Гожъян = |Бызе = Удмуртия но Киров улос |Йылыз = |Усёнэз = Ватка |Кузьдалаез = 270 |Ву люкаськон музъемлэн быдӟалаез = 17200 |Чукинлыкез = |Ву быдтон = 84,6 |Commons = }}
'''Калмез''' ( ) — Удмуртия|Удмуртиысь но Киров улос ысь шур. Усе Ватка шуре. Кузьдалаез — 270 км. Со пӧлысь 195 км Удмуртиын интыяськемын. Чальдэтъёс Валтӥсь чальдэтъёсыз:
* паллян палан — Кутык , Арлеть шур|Арлеть , Нузык , Вало , Бадӟым Юг ;
* бурпалан — Пестерь , Уть , Сардык (Удмуртия)|Сардык , Кырчма , Визирма , Лумпун , Лобань , Кульма . Чӧлсконъёс Кильмезь (река) — Бадӟым Советской Энциклопедия|Бадӟым Советской Энциклопедиысь статья. "	93	3	0	6	6	6	"good"
" '''Лумпун''' — Удмуртия|Удмуртиысь но Киров улос ысь шур. Усе Калмез шур е. Солэн йылыз интыяськемын Киров улослэн шунды ӝужан палаз, Уни ёрос ысь Урай гурт матын. Кузьдалаез — 180 иськем. Со пӧлысь 86 иськем — Киров улосын, 94 иськем — Удмурт шаерын. Трос ӧръёс но ошмесъёс Лумпун шуре усё. Шуре усё:
* паллянысь — Яранка , Сардык (Киров улос)|Сардык , Ирзек , Гуринка , Лемка ;
* бурпалась — Пушкец , Андык , Наймушинка , Курма . "	68	4	1	3	8	7	"good"
"'''Ирзек''' — Киров улос ысь шур. Бызе Уни ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 27 иськем. "	18	3	0	0	5	4	"bad"
"'''Курма''' — Удмуртия|Удмуртиысь но Киров улос ысь шур. Солэн йылыз интыяськемын Уни ёрос ын (Киров улос). Берлон шур бызе Сюмси ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 12 иськем. "	30	6	0	2	6	6	"bad"
"'''Лемка''' — Удмуртия|Удмуртиысь шур. Бызе Сюмси ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 14 иськем. "	16	2	0	0	3	3	"bad"
"'''Гуринка''' — Удмуртия|Удмуртиысь шур. Бызе Сюмси ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 13 иськем. "	16	2	0	0	3	3	"bad"
"'''Яранка''' — Киров улос ысь шур. Бызе Уни ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 20 иськем. "	18	3	0	0	5	4	"bad"
"'''Пушкец''' — Киров улос ысь шур. Бызе Уни ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 23 иськем. "	18	3	0	0	5	4	"bad"
"'''Наймушинка''' — Киров улос ысь шур. Бызе Уни ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 16 иськем. "	18	3	0	0	5	4	"bad"
"'''Сардык''' — Киров улос ысь шур. Шур бызе Уни ёрос лэн музъемэтӥз. Усе Лумпун шуре. Кузьдалаез — 28 иськем. Озьы ик * Сардык (Удмуртия) "	24	4	0	1	6	5	"bad"
"'''Сардык''' — Удмуртия|Удмуртиысь шур. Бызе Сьӧлта ёрос лэн музъемэтӥз. Усе Калмез шур е. Кузьдалаез — 20 иськем. Озьы ик * Сардык (Киров улос) "	23	4	1	1	4	4	"bad"
"'''Сардык''':
* Сардык (Удмуртия) — Удмуртия|Удмуртиысь шур, Калмез шур|Калмез е усе.
* Сардык (Киров улос) — Киров улос ысь шур, Лумпун э усе. "	23	4	2	0	5	2	"bad"
" __NOTOC__ Документация Шаблон предназначен для ссылок на шаблоны из текста обсуждений или справки. Использование : приведёт к созданию ссылки в виде ka:თარგი:Tl ru:Шаблон:S ko:틀:Tl "	23	0	2	2	2	1	"bad"
" af:Sjabloon:Commons als:Vorlage:Commons ar:قالب:كومنز ast:Plantilla:Commons az:Şablon:Commons bar:Vorlage:Commons bg:Шаблон:Общомедия bs:Šablon:Commons ca:Template:Commons cs:Šablona:Commons cy:Nodyn:Comin da:Skabelon:Commons de:Vorlage:Commons el:Πρότυπο:Commons en:Template:Commons eo:Ŝablono:Commons es:Plantilla:Commons et:Mall:Commons eu:Txantiloi:Commons fa:الگو:انبار fi:Malline:Commons fr:Modèle:Commons fy:Berjocht:Commons ga:Teimpléad:Cómhaoin gl:Template:Commons he:תבנית:ויקישיתוף hr:Predložak:Commons hsb:Předłoha:Commons hu:Sablon:Commons ia:Patrono:Commons id:Templat:Commons ik:Template:Commons ilo:Template:Commons io:Template:Commons is:Snið:Commons it:Template:Commons iu:Template:Commons ja:Template:Commons kn:ಟೆಂಪ್ಲೇಟು:Commons ko:틀:Commons ku:Şablon:Commons la:Formula:Communia2 lb:Template:Commons li:Sjabloon:Commons lt:Šablonas:Commons lv:Veidne:Commons mk:Шаблон:Commons ms:Templat:Commons nds:Vörlaag:Commons nl:Sjabloon:Commons nn:Mal:Commons no:Mal:Commons oc:Modèl:Commons pl:Szablon:Commons pt:Predefinição:Commons ro:Format:Commons ru:Template:Commons scn:Template:Commons sh:Template:Commons simple:Template:Commons sk:Šablóna:Commons sl:Predloga:Zbirka sq:Stampa:Commons sr:Шаблон:Commons su:Citakan:Commons sv:Mall:Commons tl:Template:Commons tr:Şablon:Commons tt:Ürnäk:Commons uk:Шаблон:Commons ur:سانچہ:Commons vi:Tiêu bản:Commons wa:Modele:Commons zh:Template:Commons "	75	0	0	0	0	0	"bad"
