"Article"	"Len"	"BadFreqs"	"Len2"	"Len3"	"Len4"	"Class" 
"#REDIRECT Хаморхис "	2	0	0	0	0	"bad"
"'''Хаморхис''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Чангниение "	2	0	0	0	0	"bad"
"'''Чангниени''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Часеелла "	2	0	0	0	0	"bad"
"'''Часеелла''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Зимбабвеса. "	12	6	0	1	0	"bad"
"#REDIRECT Шобарие "	2	0	0	0	0	"bad"
" '''Шобарие''' ( ) — Орхидея тъналста панчф касыкссь. Видне * ''Chaubardia heteroclita''
* ''Chaubardia klugii''
* ''Chaubardia surinamensis'' "	17	4	0	0	0	"bad"
"#REDIRECT Шобариелла "	2	0	0	0	0	"bad"
"'''Шобардиелла''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хаулиодон "	2	0	0	0	0	"bad"
"'''Хаулиодон''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хейрадение "	2	0	0	0	0	"bad"
" '''Хейрадение''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Лямбеширень Америкса. "	13	7	0	1	0	"bad"
" '''Хейростилис''' ( ) — Орхидея тъналста панчф касыкссь. 53 калопне (вид). Васьфневихть Африкса, Азиеса ди Америкса. Видне # '' Cheirostylis bidentata '' J.J.Sm. # '' Cheirostylis bipunctata '' Aver. # '' Cheirostylis calcarata '' X.H.Jin &amp; S.C.Chen # '' Cheirostylis celebensis '' P.O'Byrne &amp; J.J.Verm. # '' Cheirostylis chinensis '' Rolfe # '' Cheirostylis clibborndyeri '' S.Y.Hu &amp; Baretto # '' Cheirostylis cochinchinensis '' Blume # '' Cheirostylis dendrophila '' Schltr. # '' Cheirostylis didymacantha '' Seidenf. # '' Cheirostylis divina '' (Guinea) Summerh. # '' Cheirostylis filipetala '' Aver. # '' Cheirostylis flabellata '' (A.Rich.) Wight # '' Cheirostylis foliosa '' Aver. (2007) # '' Cheirostylis goldschmidtiana '' Schltr. # '' Cheirostylis grandiflora '' Blume # '' Cheirostylis griffithii '' Lindl. # '' Cheirostylis gunnarii '' A.N.Rao # '' Cheirostylis jamesleungii '' S.Y.Hu &amp; Barretto # '' Cheirostylis javanica '' J.J.Sm. # '' Cheirostylis kabaenae '' Ormerod # '' Cheirostylis latipetala '' Aver. &amp; Averyanova # '' Cheirostylis lepida '' (Rchb.f.) Rolfe # '' Cheirostylis liukiuensis '' Masam. # '' Cheirostylis malleifera '' C.S.P.Parish &amp; Rchb.f. # '' Cheirostylis marmorifolia '' Aver. # '' Cheirostylis merrillii '' (Ames &amp; Quisumb.) Ormerod # '' Cheirostylis moniliformis '' (Griff.) Seidenf. # '' Cheirostylis montana '' Blume # '' Cheirostylis monteiroi '' S.Y.Hu &amp; Barretto # '' Cheirostylis notialis '' D.L.Jones # '' Cheirostylis nuda '' (Thouars) Ormerod # '' Cheirostylis octodactyla '' Ames # '' Cheirostylis okabeana '' Tuyama # '' Cheirostylis oligantha '' Masam. &amp; Fukuy. # '' Cheirostylis orobanchoides '' (F.Muell.) D.L.Jones &amp; M.A.Clem. # '' Cheirostylis ovata '' (F.M.Bailey) Schltr. # '' Cheirostylis parvifolia '' Lindl. # '' Cheirostylis pingbianensis '' K.Y.Lang # '' Cheirostylis pubescens '' C.S.P.Parish &amp; Rchb.f. # '' Cheirostylis pusilla '' Lindl. # '' Cheirostylis raymundii '' Schltr. # '' Cheirostylis seidenfadeniana '' Sath.Kumar &amp; F.N.Rasm. # '' Cheirostylis serpens '' Aver. # '' Cheirostylis sessanica '' A.N.Rao # '' Cheirostylis sherriffii '' N.Pearce &amp; P.J.Cribb # '' Cheirostylis spathulata '' J.J.Sm. # '' Cheirostylis tabiyahanensis '' (Hayata) N.Pearce &amp; P.J.Cribb # '' Cheirostylis takeoi '' (Hayata) Schltr. # '' Cheirostylis thailandica '' Seidenf. # '' Cheirostylis thanmoiensis '' (Gagnep.) Ormerod # '' Cheirostylis tippica '' A.N.Rao # '' Cheirostylis tortilacinia '' C.S.Leou # '' Cheirostylis yunnanensis '' Rolfe "	268	6	1	1	0	"bad"
"#REDIRECT Хейростилис "	2	0	0	0	0	"bad"
"#REDIRECT Хелонистеле "	2	0	0	0	0	"bad"
" '''Хелонистеле''' ( ) — Орхидея тъналста панчф касыкссь. 12 калопне (вид). Васьфневихть Азиеса. Видне "	13	6	0	1	0	"bad"
"#REDIRECT Хелиорхис "	2	0	0	0	0	"bad"
"'''Хелиорхис''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хилоглоттис "	2	0	0	0	0	"bad"
" '''Хилоглоттис''' ( ) — Орхидея тъналста панчф касыкссь. 17 калопне (вид). Васьфневихть Австралиеса Од Зеландаса. Видне # '' Chiloglottis anaticeps '' D.L.Jones, Austral. Orchid Res. 2: 37 (1991). # '' Chiloglottis chlorantha '' D.L.Jones, Austral. Orchid Res. 2: 37 (1991). # '' Chiloglottis cornuta '' Hook.f., Fl. Antarct.: 69 (1844). # '' Chiloglottis formicifera '' Fitzg., Austral. Orch. 1(3): t. 9 (1877). # '' Chiloglottis grammata '' G.W.Carr, Indig. Fl. Fauna Assoc. Misc. Pap. 1: 20 (1991). # '' Chiloglottis gunnii '' Lindl., Gen. Sp. Orchid. Pl.: 387 (1840). # '' Chiloglottis jeanesii '' D.L.Jones, Muelleria 10: 64 (1997). # '' Chiloglottis longiclavata '' D.L.Jones, Austral. Orchid Res. 2: 38 (1991). # '' Chiloglottis palachila '' D.L.Jones &amp; M.A.Clem., Austral. Orchid Res. 2: 39 (1991). # '' Chiloglottis platychila '' G.W.Carr, Indig. Fl. Fauna Assoc. Misc. Pap. 1: 21 (1991). # '' Chiloglottis platyptera '' D.L.Jones, Austral. Orchid Res. 2: 39 (1991). # '' Chiloglottis pluricallata '' D.L.Jones, Austral. Orchid Res. 2: 40 (1991). # '' Chiloglottis reflexa '' (Labill.) Druce, Rep. Bot. Exch. Club Brit. Isles 1916: 614 (1917). # '' Chiloglottis seminuda '' D.L.Jones, Austral. Orchid Res. 2: 41 (1991). # '' Chiloglottis sphaerula '' D.L.Jones, Austral. Orchid Res. 5: 73 (2006). # '' Chiloglottis sphyrnoides '' D.L.Jones, Austral. Orchid Res. 2: 41 (1991). # '' Chiloglottis sylvestris '' D.L.Jones &amp; M.A.Clem., Proc. Roy. Soc. Queensland 98: 123 (1987). # '' Chiloglottis trapeziformis '' Fitzg., Austral. Orch. 1(3): t. 9 (1877). # '' Chiloglottis triceratops '' D.L.Jones, Austral. Orchid Res. 3: 66 (1998). # '' Chiloglottis trullata '' D.L.Jones, Austral. Orchid Res. 2: 42 (1991). # '' Chiloglottis truncata '' D.L.Jones &amp; M.A.Clem., Proc. Roy. Soc. Queensland 98: 124 (1987). # '' Chiloglottis turfosa '' D.L.Jones, Austral. Orchid Res. 2: 43 (1991). # '' Chiloglottis valida '' D.L.Jones, Austral. Orchid Res. 2: 43 (1991). "	259	6	1	1	0	"bad"
"#REDIRECT Хилопогон "	2	0	0	0	0	"bad"
"'''Хилопогон''' ( ) — Орхидея тъналста панчф касыкссь. 5 калопне (вид). Васьфневихть Од Гвинейса. Видне * '' Chilopogon bracteatum ''
* '' Chilopogon distichum ''
* '' Chilopogon kinabaluensis ''
* '' Chilopogon merrillii ''
* '' Chilopogon oxysepalum '' "	29	6	1	1	0	"bad"
" '''Хилосхиста''' ( ) — Орхидея тъналста панчф касыкссь. 20 калопне (вид). Васьфневихть Азиеса. Видне # '' Chiloschista extinctoriformis '' Seidenf., Opera Bot. 95: 178 (1988). # '' Chiloschista exuperei '' (Guillaumin) Garay, Bot. Mus. Leafl. 23: 166 (1972). # '' Chiloschista fasciata '' (F.Muell.) Seidenf. &amp; Ormerod, Opera Bot. 124: 64 (1995). # '' Chiloschista glandulosa '' Blatt. &amp; McCann, J. Bombay Nat. Hist. Soc. 35: 488 (1932). # '' Chiloschista godefroyana '' (Rchb.f.) Schltr., Repert. Spec. Nov. Regni Veg. Beih. 4: 275 (1919). # '' Chiloschista guangdongensis '' Z.H.Tsi, Acta Phytotax. Sin. 22: 481 (1984).
# '' Chiloschista loheri '' Schltr., Bot. Jahrb. Syst. 56: 491 (1921). # '' Chiloschista lunifera '' (Rchb.f.) J.J.Sm., Orch. Java: 553 (1905).
# '' Chiloschista parishii '' Seidenf., Opera Bot. 95: 176 (1988). # '' Chiloschista phyllorhiza '' (F.Muell.) Schltr., Bot. Jahrb. Syst. 56: 492 (1921).
# '' Chiloschista ramifera '' Seidenf., Opera Bot. 95: 179 (1988). # '' Chiloschista rodriguezii '' Cavestro &amp; Ormerod, Orchidophile (Asnières) 166: 180 (2005). # '' Chiloschista segawae '' (Masam.) Masam. &amp; Fukuy., Bot. Mag. (Tokyo) 52: 247 (1938).
# '' Chiloschista sweelimii '' Holttum, Orchid Rev. 74: 147 (1966). # '' Chiloschista taeniophyllum '' (J.J.Sm.) Schltr., Bot. Jahrb. Syst. 56: 492 (1921). # '' Chiloschista treubii '' (J.J.Sm.) Schltr., Bot. Jahrb. Syst. 56: 492 (1921). # '' Chiloschista trudelii '' Seidenf., Orchidee (Hamburg) 38: 310 (1987). # '' Chiloschista usneoides '' (D.Don) Lindl., Edwards's Bot. Reg. 18: t. 1522 (1832). # '' Chiloschista viridiflava '' Seidenf., Opera Bot. 95: 175 (1988). # '' Chiloschista yunnanensis '' Schltr., Repert. Spec. Nov. Regni Veg. Beih. 4: 74 (1919). "	229	6	0	1	0	"bad"
"#REDIRECT Хилосхиста "	2	0	0	0	0	"bad"
"#REDIRECT Хилотерус "	2	0	0	0	0	"bad"
"'''Хилотерус''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хитонантера "	2	0	0	0	0	"bad"
"'''Хитонантера''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хитонохилус "	2	0	0	0	0	"bad"
"'''Хитонохилус''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хлорэа "	2	0	0	0	0	"bad"
" '''Хлорэа ''' ( ) — Орхидея тъналста панчф касыкссь. 51 калопне (вид). Васьфневихть Америкса. Видне "	13	6	0	1	0	"bad"
"#REDIRECT Хондрадение "	2	0	0	0	0	"bad"
"'''Хондрадение''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хондроринха "	2	0	0	0	0	"bad"
" '''Хондроринха''' ( ) — Орхидея тъналста панчф касыкссь. 31 калопне (вид). Васьфневихть Америкса. Видне * '' Chondrorhyncha albicans '' Rolfe.
* '' Chondrorhyncha amabilis '' Schltr. 1920.
* '' Chondrorhyncha amazonica '' ( Rchb.f. &amp; sine ref. ) ADHawkes.
* '' Chondrorhyncha anatonaz '' ( Dressler ) Senghas.
* '' Chondrorhyncha andreae '' P. Ortíz 1994.
* '' Chondrorhyncha andreettae '' Jenny 1989. * '' Chondrorhyncha antonii '' P. Ortiz 1994. * '' Chondrorhyncha aromatica '' ( Rchb.f. ) P.H.Allen.
* '' Chondrorhyncha aurantiaca '' Senghas &amp; Gerlach 1991.
* '' Chondrorhyncha caloglossa '' ( Schltr. ) P.H.Allen.
* '' Chondrorhyncha caquetae '' Fowlie.
* '' Chondrorhyncha carinata '' Ortiz
* '' Chondrorhyncha caudata '' J.D.Ackerman.
* '' Chondrorhyncha chestertonii '' Rchb.f 1879.
* '' Chondrorhyncha cornuta '' Garay.
* '' Chondrorhyncha costaricensis '' ( Schltr. ) P.H.Allen. * '' Chondrorhyncha crassa '' Dressler. * '' Chondrorhyncha bicolor '' Rolfe.
* '' Chondrorhyncha discolor '' ( Lindl. ) P.H.Allen.
* '' Chondrorhyncha eburnea '' Dressler. * '' Chondrorhyncha ecuadorensis '' Dodson. * '' Chondrorhyncha embreei '' Dodson &amp; Neudecker. * '' Chondrorhyncha endresii '' Schltr.
* '' Chondrorhyncha escobariana '' Dodson &amp; Neudecker. * '' Chondrorhyncha estradae '' Dodson. * '' Chondrorhyncha estrellensis '' Ames. * '' Chondrorhyncha fimbriata '' (Linden &amp; Reichenbach f. ) Reichenbach f.
* '' Chondrorhyncha flabelliformis '' ( Sw. ) Alain
* '' Chondrorhyncha flaveola '' ( Linden &amp; Rchb.f. ) Garay. * '' Chondrorhyncha fosterae '' Dodson. * '' Chondrorhyncha gentryi '' Dodson &amp; Neudecker. * '' Chondrorhyncha guianensis '' Lafontaine, G.Gerlach &amp; Senghas. * '' Chondrorhyncha guttata '' ( Rchb.f. ) Garay
* '' Chondrorhyncha helleri '' Fowlie 1971. * '' Chondrorhyncha hirtzii '' Dodson 1989.
* '' Chondrorhyncha lactea '' ( Rchb.f. ) L.O.Williams. * '' Chondrorhyncha lankesteriana '' Pupulin. * '' Chondrorhyncha lendyana '' Rchb.f 1886.
* '' Chondrorhyncha liensis ''
* '' Chondrorhyncha lipscombiae '' Rolfe * '' Chondrorhyncha litensis '' Dodson * '' Chondrorhyncha lojae '' (Schlechter) C. Schweinfurth.
* '' Chondrorhyncha luerorum '' R.Vásquez Ch. &amp; Dodson * '' Chondrorhyncha macronyx '' Kraenzl. * '' Chondrorhyncha maculata '' Garay. * '' Chondrorhyncha manzurii '' P.Ortiz V.
* '' Chondrorhyncha marginata '' ( Rchb.f. ) P.H.Allen. * '' Chondrorhyncha merana '' Dodson and Neudecker
* '' Chondrorhyncha microcharis '' ( Schltr. ) L.O.Williams. * '' Chondrorhyncha palorae '' ( Dodson &amp; Hirtz ) Senghas &amp; G.Gerlach. * '' Chondrorhyncha parvilabris '' ( Schltr. ) L.O.Williams.
* '' Chondrorhyncha plicata '' D.E.Benn. &amp; Christenson. * '' Chondrorhyncha pusilla '' C.Schweinf. * '' Chondrorhyncha picta '' (Rchb. f.) Senghas &amp; G. Gerlach.
* '' Chondrorhyncha reichenbachiana '' Schltr. 1921.
* '' Chondrorhyncha rhombilabium '' ( C.Schweinf. ) Fowlie. * '' Chondrorhyncha stapelioides '' ( Rchb.f. ) L.O.Williams. * '' Chondrorhyncha stenioides '' Garay.
* '' Chondrorhyncha rosea '' Lindl 1846.
* '' Chondrorhyncha suarezii '' Dodson 1989.
* '' Chondrorhyncha thienii '' (Dodson) Dodson 1984.
* '' Chondrorhyncha thienii '' ( Dodson ) Senghas * '' Chondrorhyncha velastiguii '' Dodson. * '' Chondrorhyncha viridisepala '' Senghas.
* '' Chondrorhyncha vollesii '' G.Gerlach, T.Neudecker &amp; H.G.Seeger.
* '' Chondrorhyncha wailesiana '' ( Lindl. &amp; sine ref. ) A.D.Hawkes.
* '' Chondrorhyncha wercklei '' ( Schltr. ) C.Schweinf. "	380	6	0	1	0	"bad"
"#REDIRECT Хрониохилус "	2	0	0	0	0	"bad"
"'''Хрониохилус''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хрисосикнис "	2	0	0	0	0	"bad"
" '''Хрисосикнис''' ( ) — Орхидея тъналста панчф касыкссь. 9 калопне (вид). Васьфневихть Лямбеширень ди Central Америкса. Видне # '' Chrysocycnis ecuadorense ''
# '' Chrysocycnis glumacea ''
# '' Chrysocycnis glumaceum ''
# '' Chrysocycnis lehmanii ''
# '' Chrysocycnis rhomboglossa '' # '' Chrysocycnis rhomboglossum ''
# '' Chrysocycnis schlimii ''
# '' Chrysocycnis tigrinum ''
# '' Chrysocycnis triptera '' "	43	7	1	1	0	"bad"
"#REDIRECT Цирропеталум "	2	0	0	0	0	"bad"
" '''Цирропеталум''' ( ) — Орхидея тъналста панчф касыкссь. 150 калопне (вид). Васьфневихть Азиеса ди Океаниеса. Видне "	15	6	1	1	0	"bad"
"#REDIRECT Цимбидиум "	2	0	0	0	0	"bad"
" '''Цимбидиум''' ( ) — Орхидея тъналста панчф касыкссь. 52 калопне (вид). Васьфневихть Азиеса ди Австралиеса. Видне #'' Cymbidium aestivum ''
#'' Cymbidium aliciae ''
#'' Cymbidium aloifolium ''
#'' Cymbidium atropurpureum ''
#'' Cymbidium bicolor ''
#'' Cymbidium borneense ''
#'' Cymbidium canaliculatum ''
#'' Cymbidium chawalongense ''
#'' Cymbidium chloranthum ''
#'' Cymbidium cochleare ''
#'' Cymbidium cyperifolium ''
#'' Cymbidium dayanum ''
#'' Cymbidium defoliatum ''
#'' Cymbidium devonianum '' #'' Cymbidium eburneum ''
#'' Cymbidium elongatum ''
#'' Cymbidium ensifolium ''
#'' Cymbidium erythraeum ''
#'' Cymbidium erythrostylum ''
#'' Cymbidium faberi ''
#'' Cymbidium finlaysonianum ''
#'' Cymbidium flavum ''
#'' Cymbidium floribundum ''
#'' Cymbidium goeringii ''
#'' Cymbidium gongshanense ''
#'' Cymbidium hartinahianum ''
#'' Cymbidium hookerianum ''
#'' Cymbidium insigne '' #'' Cymbidium iridioides ''
#'' Cymbidium kanran ''
#'' Cymbidium lancifolium ''
#'' Cymbidium lowianum ''
#'' Cymbidium macrorhizon '' #'' Cymbidium madidum ''
#'' Cymbidium mastersii ''
#'' Cymbidium micranthum ''
#'' Cymbidium multiradicatum ''
#'' Cymbidium munronianum ''
#'' Cymbidium nanulum ''
#'' Cymbidium parishii ''
#'' Cymbidium qiubeiense ''
#'' Cymbidium rectum '' #'' Cymbidium roseum ''
#'' Cymbidium sanderae ''
#'' Cymbidium schroederi ''
#'' Cymbidium sigmoideum ''
#'' Cymbidium sinense ''
#'' Cymbidium suave ''
#'' Cymbidium suavissimum ''
#'' Cymbidium teretipetiolatum ''
#'' Cymbidium tigrinum ''
#'' Cymbidium tracyanum ''
#'' Cymbidium wenshanense ''
#'' Cymbidium whiteae ''
#'' Cymbidium wilsonii '' "	180	6	1	1	0	"bad"
"#REDIRECT Циприпедиум "	2	0	0	0	0	"bad"
" '''Циприпедиум''' ( ) — Орхидея тъналста панчф касыкссь. 50 калопне (вид). Васьфневихть Евразиеса ди Америкса. Видне # ''Cypripedium agnicapitatum'' # ''Cypripedium × alaskanum'' # ''Cypripedium × andrewsii'' # '' Cypripedium arietinum '' # '' Cypripedium bardolphianum '' # '' Cypripedium calceolus '' # '' Cypripedium calcicolum '' # '' Cypripedium californicum '' # '' Cypripedium candidum '' # ''Cypripedium × catherinae'' # '' Cypripedium cheniae '' # ''Cypripedium × columbianum'' # '' Cypripedium cordigerum '' # '' Cypripedium daweishanense '' # '' Cypripedium debile '' # '' Cypripedium dickinsonianum '' # '' Cypripedium elegans '' # '' Cypripedium fargesii '' # '' Cypripedium farreri '' # '' Cypripedium fasciculatum '' # '' Cypripedium fasciolatum '' # '' Cypripedium flavum '' # '' Cypripedium formosanum '' # '' Cypripedium forrestii '' # '' Cypripedium franchetii '' # '' Cypripedium froschii '' # '' Cypripedium guttatum '' # '' Cypripedium henryi '' # ''Cypripedium x herae'' . # '' Cypripedium himalaicum '' # '' Cypripedium irapeanum '' # '' Cypripedium japonicum '' # '' Cypripedium kentuckiense '' # '' Cypripedium lentiginosum '' # '' Cypripedium lichiangense '' # '' Cypripedium ludlowii '' # '' Cypripedium macranthos '' # '' Cypripedium malipoense '' # '' Cypripedium margaritaceum '' # '' Cypripedium micranthum '' # '' Cypripedium molle '' # '' Cypripedium montanum '' # '' Cypripedium morinanthum '' # '' Cypripedium neoparviflorum '' # '' Cypripedium palangshanense '' # '' Cypripedium parviflorum ''
# '' Cypripedium passerinum '' # '' Cypripedium plectrochilum '' # '' Cypripedium pubescens '' # '' Cypripedium reginae '' # '' Cypripedium roseum '' # '' Cypripedium rubronerve '' # '' Cypripedium segawai '' # '' Cypripedium shanxiense '' # '' Cypripedium sichuanense '' # '' Cypripedium sinapoides '' # '' Cypripedium subtropicum '' # '' Cypripedium taibaiense '' # '' Cypripedium tibeticum '' # ''Cypripedium × ventricosum'' # '' Cypripedium wardii '' # ''Cypripedium × wenqingiae'' # '' Cypripedium wumengense '' # '' Cypripedium yatabeanum '' # '' Cypripedium yunnanense '' ''}} ''}} "	219	6	1	1	0	"bad"
"#REDIRECT Цимбидиелла "	2	0	0	0	0	"bad"
" '''Цимбидиелла''' ( ) — Орхидея тъналста панчф касыкссь. 3 калопне (вид). Васьфневихть Мадагаскар са. Видне * '' Cymbidiella falcigera '' (Rchb.f.) Garay, 1976 * '' Cymbidiella flabellata '' (Thouars) Rolfe, 1918 * '' Cymbidiella pardalina '' (Rchb.f.) Garay, 1976 Ушеширень кучфтемат * ''Pridgeon, A.M., Cribb, P.J., Chase, M.A. &amp; Rasmussen, F.'' Genera Orchidacearum 5 - Epidendroideae (Part 2). Oxford University Press, 2009. ISBN 978-0-19-850713-0 "	56	6	1	1	0	"bad"
"#REDIRECT Хрисоглоссум "	2	0	0	0	0	"bad"
" '''Хрисоглоссум''' ( ) — Орхидея тъналста панчф касыкссь. 4 калопне (вид). Васьфневихть Азиеса ди Океаниеса. Видне # '' Chrysoglossum assamicum '' Hook.f. (1890) # '' Chrysoglossum ensigerum '' W.Burgh &amp; de Vogel (1997) # '' Chrysoglossum ornatum '' Blume (1825) # '' Chrysoglossum reticulatum '' Carr (1935) "	38	6	1	1	0	"bad"
"#REDIRECT Чусуа "	2	0	0	0	0	"bad"
"'''Чусуа''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Хисис "	2	0	0	0	0	"bad"
" '''Хисис''' ( ) – — Орхидея тъналста панчф касыкссь. 10 калопне (вид). Васьфневихть Лямбеширень ди Central Америкса. Видне # '' Chysis addita '' Мексика # '' Chysis aurea '' Панама, Венесуэла, Колумбие # '' Chysis bractescens '' Central Америка: Мексика, Белиз, Сальвадор, Гватемала # '' Chysis bruennowiana '' Коста-Рика - Перу # '' Chysis laevis '' Central Америка
# '' Chysis limminghei '' Мексика # '' Chysis orichalcea '' Сальвадор # '' Chysis pluricostata '' Панама # '' Chysis tricostata '' Мексика, Коста-Рика, Никарагуа # '' Chysis violacea '' Панама "	68	8	1	1	1	"bad"
"#REDIRECT Хитроглосса "	2	0	0	0	0	"bad"
" '''Хитроглосса''' ( ) — Орхидея тъналста панчф касыкссь. 3 калопне (вид). Васьфневихть Бразилиеса. Видне # '' Chytroglossa aurata '' # '' Chytroglossa marileoniae '' # '' Chytroglossa paulensis '' "	22	6	0	1	0	"bad"
"#REDIRECT Циррхэа "	2	0	0	0	0	"bad"
" '''Циррхэа''' ( ) — Орхидея тъналста панчф касыкссь. 7 калопне (вид). Васьфневихть Бразилиеса. Видне * '' Cirrhaea dependens ''
* '' Cirrhaea fuscolutea '' * '' Cirrhaea loddigesii '' * '' Cirrhaea longiracemosa '' * '' Cirrhaea nasuta ''
* '' Cirrhaea seidelii '' * '' Cirrhaea silvana '' "	34	6	0	1	0	"bad"
"#REDIRECT Цисшвейнфие "	2	0	0	0	0	"bad"
" '''Цисшвейнфие''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Кладерие "	2	0	0	0	0	"bad"
"'''Кладерие''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Клейсоцентрон "	2	0	0	0	0	"bad"
"'''Клейсоцентрон''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Клейсомерие "	2	0	0	0	0	"bad"
"'''Клейсомерие''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
" '''Клейсостома''' ( ) — Орхидея тъналста панчф касыкссь. 89 калопне (вид). Васьфневихть Азиеса ди Австралиеса. Видне "	15	6	1	1	0	"bad"
"#REDIRECT Клейсостома "	2	0	0	0	0	"bad"
" '''Клейстес''' ( ) — Орхидея тъналста панчф касыкссь. 64 калопне (вид). Васьфневихть Кельмеширень Америк|Кельмеширень ди Лямбеширень Америк са. Видне "	18	7	2	1	0	"bad"
"#REDIRECT Клейстес "	2	0	0	0	0	"bad"
"#REDIRECT Клематепистефиум "	2	0	0	0	0	"bad"
"'''Клематепистефиум''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Од Каледониеса. "	13	6	1	1	0	"bad"
"#REDIRECT Кловесие "	2	0	0	0	0	"bad"
" '''Кловесие''' ( ) — Орхидея тъналста панчф касыкссь. 7 калопне (вид). Васьфневихть Америкса. Видне # '' Clowesia amazonica '' K.G.Lacerda &amp; V.P.Castro (1995) # '' Clowesia dodsoniana '' E.Aguirre (1986) # '' Clowesia glaucoglossa '' (Rchb.f.) Dodson (1975) # '' Clowesia rosea '' Lindl. (1848) (Mexico)
# '' Clowesia russelliana '' (Hook.) Dodson (1975) # '' Clowesia thylaciochila '' (Lem.) Dodson (1975) # '' Clowesia warczewiczii '' (Lindl. &amp; Paxton) Dodson (1975) "	57	6	0	1	0	"bad"
"#REDIRECT Коксинеорхис "	2	0	0	0	0	"bad"
"'''Коксинеорхис''' ( ) — Орхидея тъналста панчф касыкссь. 7 калопне (вид). Васьфневихть Америкса. Видне # '' Coccineorchis bracteosa '' (Ames &amp; C.Schweinf.) Garay # '' Coccineorchis cernua '' (Lindl.) Garay # '' Coccineorchis cristata '' Szlach., Rutk. &amp; Mytnik # '' Coccineorchis dressleri '' Szlach., Rutk. &amp; Mytnik # '' Coccineorchis navarrensis '' (Ames) Garay # '' Coccineorchis standleyi '' (Ames) Garay # '' Coccineorchis warszewicziana '' Szlach., Rutk. &amp; Mytnik "	56	6	0	1	0	"bad"
" '''Кохлеантес''' ( ) — Орхидея тъналста панчф касыкссь. 13 калопне (вид). Васьфневихть Америкса. Видне * '' Cochleanthes amazonica ''
* '' Cochleanthes aromatica ''
* '' Cochleanthes candida ''
* '' Cochleanthes discolor ''
* '' Cochleanthes flabelliformis ''
* '' Cochleanthes guianensis ''
* '' Cochleanthes ionoleuca '' * '' Cochleanthes lobata ''
* '' Cochleanthes lueddemanniana '' * '' Cochleanthes marginata ''
* '' Cochleanthes palatina ''
* '' Cochleanthes trinitatis ''
* '' Cochleanthes wailesiana '' "	52	6	0	1	0	"bad"
"#REDIRECT Кохлеантес "	2	0	0	0	0	"bad"
"#REDIRECT Кохлиода "	2	0	0	0	0	"bad"
" '''Кохлиода''' ( ) — Орхидея тъналста панчф касыкссь. 10 калопне (вид). Васьфневихть Лямбеширень Америкса. Видне * '' Cochlioda beyrodtiana ''
* '' Cochlioda brasiliensis ''
* '' Cochlioda chasei ''
* '' Cochlioda densiflora ''
* '' Cochlioda densiflora ''
* '' Cochlioda floryi ''
* '' Cochlioda mixtura ''
* '' Cochlioda noezliana ''
* '' Cochlioda rosea ''
* '' Cochlioda sanguinea ''
* '' Cochlioda stricta ''
* '' Cochlioda vulcanica ''
* '' Cochlioda weberbaueriana '' "	53	7	0	1	0	"bad"
"#REDIRECT Коклеорхис "	2	0	0	0	0	"bad"
"'''Коклеорхис''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Кодонорхис "	2	0	0	0	0	"bad"
" '''Кодонорхис''' ( ) — Орхидея тъналста панчф касыкссь. 2 калопне (вид). Васьфневихть Лямбеширень Америкса. Видне # '' Codonorchis lessonii '' : Чили , Аргентина ди Фолкленд # '' Codonorchis canisioi '' : лямбеширень Бразилие "	28	9	1	1	1	"bad"
"#REDIRECT Кодоносифон "	2	0	0	0	0	"bad"
